"algorithmisation.antennas.id_cellule","algorithmisation.antennas.nom_cellule","algorithmisation.antennas.bsc_rnc","algorithmisation.antennas.bts_nodeb","algorithmisation.antennas.region","algorithmisation.antennas.departement","algorithmisation.antennas.arrondissement","algorithmisation.antennas.commune","algorithmisation.antennas.quartier","algorithmisation.antennas.zone","algorithmisation.antennas.x","algorithmisation.antennas.y","algorithmisation.antennas.plaque","algorithmisation.antennas.zone_drv","algorithmisation.antennas.longitude","algorithmisation.antennas.latitude","algorithmisation.antennas.azimut","algorithmisation.antennas.zone_dvri"
"608-01-00706-09405","ABECOUTA_1","KAOLACK02","ABECOUTA","KD","Medina Yoro Foula","Niaming","Dinguiraye_Kd","Abecouta_1","Rural","541896","1473042","huawei_sud_est","Sud","-14,613147","13,324391","80","Kolda"
"608-01-00706-09406","ABECOUTA_2","KAOLACK02","ABECOUTA","KD","Medina Yoro Foula","Niaming","Dinguiraye_Kd","Abecouta_2","Rural","541896","1473042","huawei_sud_est","Sud","-14,613147","13,324391","200","Kolda"
"608-01-00706-09407","ABECOUTA_3","KAOLACK02","ABECOUTA","KD","Medina Yoro Foula","Niaming","Dinguiraye_Kd","Abecouta_3","Rural","541896","1473042","huawei_sud_est","Sud","-14,613147","13,324391","350","Kolda"
"608-01-00720-09411","ABENE_1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-00720-09412","ABENE_2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-00720-09413","ABENE_3","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_3","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","350","Ziguinchor"
"608-01-00720-10062","ABENE_D-1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_D-1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,7208256","12,99472727","350","Ziguinchor"
"608-01-00720-10063","ABENE_D-2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_D-2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,7208256","12,99472727","80","Ziguinchor"
"608-01-00720-10064","ABENE_D-3","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_D-3","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,7208256","12,99472727","190","Ziguinchor"
"608-01-09022-41454","ABENE_h1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-09022-41455","ABENE_h2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-09022-41456","ABENE_h3","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H3","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","350","Ziguinchor"
"608-01-09022-41457","ABENE_h4","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H4","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-09022-41458","ABENE_h5","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H5","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-09022-41459","ABENE_h6","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_H6","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","350","Ziguinchor"
"608-01-09005-52151","ABENE_R1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_R1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-09022-52151","ABENE_R1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_R1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-09005-52152","ABENE_R2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_R2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-09022-52152","ABENE_R2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_R2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-09005-52153","ABENE_R3","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_R3","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,7208256","12,99472727","190","Ziguinchor"
"608-01-09022-41451","ABENE_u1","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_U1","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","80","Ziguinchor"
"608-01-09022-41452","ABENE_u2","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_U2","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","190","Ziguinchor"
"608-01-09022-41453","ABENE_u3","KAOLACK05","ABENE","ZG","Bignona","Kataba I","Kafountine","Abene_U3","Rural","313362","1437183","huawei_sud_ouest","Sud","-16,720826","12,994727","350","Ziguinchor"
"608-01-00113-03856","ACAD_1","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-00113-20815","ACAD_1","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-00113-03857","ACAD_2","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-00113-20816","ACAD_2","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-00113-03858","ACAD_3","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-00113-20817","ACAD_3","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-00113-03859","ACAD_D1","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-00113-20818","ACAD_D1","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-00113-03860","ACAD_D2","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-00113-20819","ACAD_D2","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-00113-03861","ACAD_D3","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-00113-20820","ACAD_D3","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_D3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09002-01134","ACAD_h1","MEDINA8","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09008-01134","ACAD_h1","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09002-01135","ACAD_h2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09008-01135","ACAD_h2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09002-01136","ACAD_h3","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09008-01136","ACAD_h3","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09002-01137","ACAD_h4","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H4","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09008-01137","ACAD_h4","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H4","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09002-01138","ACAD_h5","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H5","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09008-01138","ACAD_h5","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H5","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09002-01139","ACAD_h6","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H6","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09008-01139","ACAD_h6","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_H6","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09008-19731","ACAD_R1","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_R1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09002-19732","ACAD_R2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_R2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09008-19732","ACAD_R2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_R2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09008-19733","ACAD_R3","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_R3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09002-01131","ACAD_u1","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09008-01131","ACAD_u1","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U1","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","50","ACAD"
"608-01-09002-01132","ACAD_u2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09008-01132","ACAD_u2","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U2","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","170","ACAD"
"608-01-09002-01133","ACAD_u3","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-09008-01133","ACAD_u3","RNC_MED","ACAD","DK","Dakar","Dakar Plateau","Fann - Point E - Amitie","Acad_U3","Urbain","234585","1626169","dakarz2","Dakar III","-17,464691","14,696157","290","ACAD"
"608-01-00407-09070","ADABERE_1","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_1","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","120","Matam - Ourossogui"
"608-01-09008-09071","ADABERE_1","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_1","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","120","Matam - Ourossogui"
"608-01-00407-09071","ADABERE_2","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_2","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","210","Matam - Ourossogui"
"608-01-09008-09072","ADABERE_2","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_2","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","210","Matam - Ourossogui"
"608-01-00407-09072","ADABERE_3","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_3","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","320","Matam - Ourossogui"
"608-01-09008-09073","ADABERE_3","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_3","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","320","Matam - Ourossogui"
"608-01-00407-12021","ADABERE_D3","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_D3","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","320","Matam - Ourossogui"
"608-01-09007-52971","ADABERE_R1","ST-LOUIS6","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_R1","Rural","738908","1674525","nord","Nord","-12,776833","15,135512","120","Matam - Ourossogui"
"608-01-09007-52972","ADABERE_R2","RNC_SL","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_R2","Rural","246832","1631209","nord","Nord","-12,776833","15,135512","210","Matam - Ourossogui"
"608-01-09007-52973","ADABERE_R3","RNC_SL","ADABERE","MT","Kanel","Orkadiere","Bokiladji","Adabere_R3","Rural","246832","1631209","nord","Nord","-12,776833","15,135512","320","Matam - Ourossogui"
"608-01-00715-09670","ADEANE_1","KAOLACK05","ADEANE","ZG","Ziguinchor","Niaguis","Adeane","Adeane_1","Rural","391237","1395249","huawei_sud_ouest","Sud","-16,001415","12,619347","105","Ziguinchor"
"608-01-00715-09671","ADEANE_2","KAOLACK05","ADEANE","ZG","Ziguinchor","Niaguis","Adeane","Adeane_2","Rural","391237","1395249","huawei_sud_ouest","Sud","-16,001415","12,619347","210","Ziguinchor"
"608-01-00715-09672","ADEANE_3","KAOLACK05","ADEANE","ZG","Ziguinchor","Niaguis","Adeane","Adeane_3","Rural","391237","1395249","huawei_sud_ouest","Sud","-16,001415","12,619347","300","Ziguinchor"
"608-01-00411-03409","AERE_LAO_1","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_1","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","50","Podor"
"608-01-00411-03410","AERE_LAO_2","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_2","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","170","Podor"
"608-01-00411-03411","AERE_LAO_3","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_3","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","280","Podor"
"608-01-09007-50371","AERE_LAO_R1","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_R1","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","50","Podor"
"608-01-09007-50372","AERE_LAO_R1","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_R1","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","50","Podor"
"608-01-09007-50373","AERE_LAO_R1","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_R1","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","50","Podor"
"608-01-00411-03596","AERE_LAO_S1","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_S1","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","50","Podor"
"608-01-00411-03597","AERE_LAO_S2","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_S2","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","170","Podor"
"608-01-00411-03598","AERE_LAO_S3","ST-LOUIS04_BIS","AERE_LAO","SL","Podor","Cas-Cas","Doumga Lao","Aere_Lao_S3","Rural","571788","1813653","nord","Nord","-14,32768","16,403183","280","Podor"
"608-01-00220-09200","AFFE_1","DIOURBEL7","AFFE","LG","Linguere","Sagatta Djolof","Sagatta Diolof","Affe_1","Rural","454056","1672711","nord","Nord","-15,427612","15,129653","60","Lingu�re"
"608-01-00220-09201","AFFE_2","DIOURBEL7","AFFE","LG","Linguere","Sagatta Djolof","Sagatta Diolof","Affe_2","Rural","454056","1672711","nord","Nord","-15,427612","15,129653","200","Lingu�re"
"608-01-00220-09202","AFFE_3","DIOURBEL7","AFFE","LG","Linguere","Sagatta Djolof","Sagatta Diolof","Affe_3","Rural","454056","1672711","nord","Nord","-15,427612","15,129653","310","Lingu�re"
"608-01-00220-03187","AFFE_D2","DIOURBEL7","AFFE","LG","Linguere","Sagatta Djolof","Sagatta Diolof","Affe_D2","Rural","454056","1672711","nord","Nord","-15,4276117","15,12965281","310","Lingu�re"
"608-01-00220-03188","AFFE_D3","DIOURBEL7","AFFE","LG","Linguere","Sagatta Djolof","Sagatta Diolof","Affe_D3","Rural","454056","1672711","nord","Nord","-15,4276117","15,12965281","200","Lingu�re"
"608-01-00720-09064","AFFINIAM_1","KAOLACK05","AFFINIAM","ZG","Bignona","Tendouck","Mangagoulack","Affiniam_1","Rural","352703","1399366","huawei_sud_ouest","Sud","-16,356346","12,655","20","Ziguinchor"
"608-01-00720-09065","AFFINIAM_2","KAOLACK05","AFFINIAM","ZG","Bignona","Tendouck","Mangagoulack","Affiniam_2","Rural","352703","1399366","huawei_sud_ouest","Sud","-16,356346","12,655","120","Ziguinchor"
"608-01-00720-09066","AFFINIAM_3","KAOLACK05","AFFINIAM","ZG","Bignona","Tendouck","Mangagoulack","Affiniam_3","Rural","352703","1399366","huawei_sud_ouest","Sud","-16,356346","12,655","260","Ziguinchor"
"608-01-00720-26065","AFFINIAM_D1","KAOLACK05","AFFINIAM","ZG","Bignona","Tendouck","Mangagoulack","Affiniam_D1","Rural","352703","1399366","huawei_sud_ouest","Sud","-16,356346","12,655","20","Ziguinchor"
"608-01-00720-26066","AFFINIAM_D3","KAOLACK05","AFFINIAM","ZG","Bignona","Tendouck","Mangagoulack","Affiniam_D3","Rural","352703","1399366","huawei_sud_ouest","Sud","-16,356346","12,655","260","Ziguinchor"
"608-01-00705-05686","AFIA_MBEMBA_1","KAOLACK02","AFIA_MBEMBA","KD","Velingara","Bonconto","Linkering","Afia_Mbemba_1","Rural","647093","1428832","huawei_sud_est","Sud","-13,644111","12,921392","340","Kolda"
"608-01-00707-05686","AFIA_MBEMBA_1","KAOLACK02","AFIA_MBEMBA","KD","Velingara","Bonconto","Linkering","Afia_Mbemba_1","Rural","647093","1428832","huawei_sud_est","Sud","-13,644111","12,921392","340","Kolda"
"608-01-09005-51931","AFIA_MBEMBA_R1","KAOLACK02","AFIA_MBEMBA","KD","Velingara","Bonconto","Linkering","Afia_Mbemba_R1","Rural","647093","1428832","huawei_sud_est","Sud","-13,644111","12,921392","340","Kolda"
"608-01-00204-05754","AGA_NDIMACK_1","KAOLACK01","AGA_NDIMACK","TH","Mbour","Sessene","Ngueniene","Aga_Ndimack_1","Rural","299986","1568529","ouest","Centre","-16,741214","14,352997","20","Mbour"
"608-01-00408-11662","AGNAM_THIODAYE_1","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_1","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","120","Matam - Ourossogui"
"608-01-00411-11662","AGNAM_THIODAYE_1","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_1","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","120","Matam - Ourossogui"
"608-01-00408-11663","AGNAM_THIODAYE_2","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_2","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","200","Matam - Ourossogui"
"608-01-00411-11663","AGNAM_THIODAYE_2","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_2","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","200","Matam - Ourossogui"
"608-01-00408-11664","AGNAM_THIODAYE_3","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_3","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","300","Matam - Ourossogui"
"608-01-00411-11664","AGNAM_THIODAYE_3","ST-LOUIS","AGNAM_THIODAYE","MT","Matam","Agnam Civol","Agnam Civol","Agnam_Thiodaye_3","Rural","642618","1769161","nord","Nord","-13,667133","15,997906","300","Matam - Ourossogui"
